i00210gd,conf/525-ix-syntax/efm/00-filing/i00210gd/i00210gd-20081231.htm,fact2,http://www.xbrl.org/2003/arcrole/fact-footnote,"
                                <div xmlns=""http://www.w3.org/1999/xhtml"" xmlns:dei=""http://xbrl.sec.gov/dei/2023"" xmlns:iso4217=""http://www.xbrl.org/2003/iso4217"" xmlns:link=""http://www.xbrl.org/2003/linkbase"" xmlns:xlink=""http://www.w3.org/1999/xlink"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:i=""http://www.xbrl.org/2003/instance"" xmlns:i00210gd=""http://i00210gd/20081231"" xmlns:ix=""http://www.xbrl.org/2013/inlineXBRL"" xmlns:ixt=""http://www.xbrl.org/inlineXBRL/transformation/2015-02-26"" xmlns:utr=""http://www.xbrl.org/2009/utr"">Bonjour, comment &#231;a va? </div>
                            ",,http://www.xbrl.org/2003/role/footnote
i00210gd,conf/525-ix-syntax/efm/00-filing/i00210gd/i00210gd-20081231.htm,fact1,http://www.xbrl.org/2003/arcrole/fact-footnote,"
                            <ix:nonNumeric xmlns:ix=""http://www.xbrl.org/2013/inlineXBRL"" xmlns=""http://www.w3.org/1999/xhtml"" xmlns:dei=""http://xbrl.sec.gov/dei/2023"" xmlns:iso4217=""http://www.xbrl.org/2003/iso4217"" xmlns:link=""http://www.xbrl.org/2003/linkbase"" xmlns:xlink=""http://www.w3.org/1999/xlink"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:i=""http://www.xbrl.org/2003/instance"" xmlns:i00210gd=""http://i00210gd/20081231"" xmlns:ixt=""http://www.xbrl.org/inlineXBRL/transformation/2015-02-26"" xmlns:utr=""http://www.xbrl.org/2009/utr"" name=""dei:EntityTextBlock"" id=""fact1"" contextRef=""d"" escape=""true"">
                                <div xml:lang=""en-AU"">Hello there, how's it going? </div>
                            </ix:nonNumeric>
                        ",,http://www.xbrl.org/2003/role/footnote
i00211gd,conf/525-ix-syntax/efm/00-filing/i00211gd/i00211gd-20081231.htm,fact1,http://www.xbrl.org/2003/arcrole/fact-footnote,"
                                <ix:nonNumeric xmlns:ix=""http://www.xbrl.org/2013/inlineXBRL"" xmlns=""http://www.w3.org/1999/xhtml"" xmlns:dei=""http://xbrl.sec.gov/dei/2023"" xmlns:iso4217=""http://www.xbrl.org/2003/iso4217"" xmlns:link=""http://www.xbrl.org/2003/linkbase"" xmlns:xlink=""http://www.w3.org/1999/xlink"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:i=""http://www.xbrl.org/2003/instance"" xmlns:i00211gd=""http://i00211gd/20081231"" xmlns:ixt=""http://www.xbrl.org/inlineXBRL/transformation/2015-02-26"" xmlns:utr=""http://www.xbrl.org/2009/utr"" name=""dei:EntityTextBlock"" id=""fact1"" contextRef=""d"" escape=""true"">
                                    <span xml:lang=""en"">Hello there, how's it going? </span>
                                    <span xml:lang=""fr"">Bonjour, comment &#231;a va? </span>
                                    <span xml:lang=""ja"">&#12371;&#12435;&#12395;&#12385;&#12399;</span>
                                    <span xml:lang=""he"">&#1513;&#1500;&#1493;&#1501;</span>
                                </ix:nonNumeric>
                            ",,http://www.xbrl.org/2003/role/footnote
i09203gd,conf/525-ix-syntax/efm/09-footnote/i09203gd/i09203gd-20081231.htm,fact2,http://www.xbrl.org/2003/arcrole/fact-footnote,"
                    <div xmlns=""http://www.w3.org/1999/xhtml"" xmlns:dei=""http://xbrl.sec.gov/dei/2023"" xmlns:iso4217=""http://www.xbrl.org/2003/iso4217"" xmlns:link=""http://www.xbrl.org/2003/linkbase"" xmlns:xlink=""http://www.w3.org/1999/xlink"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:i=""http://www.xbrl.org/2003/instance"" xmlns:i09203gd=""http://i09203gd/20081231"" xmlns:ix=""http://www.xbrl.org/2013/inlineXBRL"" xmlns:ixt=""http://www.xbrl.org/inlineXBRL/transformation/2015-02-26"" xmlns:utr=""http://www.xbrl.org/2009/utr"" style=""font-family: Sans-Serif; font-size: 10.0pt;"">(2) This Visible Footnote has a doubly quoted non breaking space entity (&amp;nbsp;) and a pretty picture <img alt=""pretty"" src=""i09203gd-20081231.jpg""/>.
            <p style=""font-size: 10.0pt;"">It also has a span element to <span style=""font-weight: bold;"">boldly</span> go here.</p>
                        <p style=""font-size: 10.0pt;"">Finally, a thead, tfoot, and tbody:</p>
                        <table style=""border:solid black 1pt;border-collapse: collapse; width: 200pt; margin-left: 20pt;"">
                            <thead>
                                <tr>
                                    <th style=""vertical-align: bottom; width=25%"">X</th>
                                    <th style=""vertical-align: bottom; width=25%"">2</th>
                                    <th style=""vertical-align: bottom; width=25%"">3</th>
                                    <th style=""vertical-align: bottom; width=25%"">4</th>
                                </tr>
                            </thead>
                            <tfoot>
                                <tr>
                                    <td style=""text-align: center;"">??</td>
                                    <td style=""text-align: center;"">?</td>
                                    <td style=""text-align: center;"">!</td>
                                    <td style=""text-align: center;"">!!</td>
                                </tr>
                            </tfoot>
                            <tbody>
                                <tr>
                                    <td style=""text-align: center;"">2</td>
                                    <td style=""text-align: center;"">4</td>
                                    <td style=""text-align: center;"">6</td>
                                    <td style=""text-align: center;"">8</td>
                                </tr>
                                <tr>
                                    <td style=""text-align: center;"">3</td>
                                    <td style=""text-align: center;"">6</td>
                                    <td style=""text-align: center;"">9</td>
                                    <td style=""text-align: center;"">12</td>
                                </tr>
                            </tbody>
                        </table>
                    </div>
                ",,http://www.xbrl.org/2003/role/footnote
i09203gd,conf/525-ix-syntax/efm/09-footnote/i09203gd/i09203gd-20081231.htm,fact1,http://www.xbrl.org/2003/arcrole/fact-footnote,(1) Hidden Footnote!,,http://www.xbrl.org/2003/role/footnote
i09204gd,conf/525-ix-syntax/efm/09-footnote/i09204gd/i09204gd-20081231.htm,fact1,http://www.xbrl.org/2003/arcrole/fact-footnote,(1) Hidden Footnote!,,http://www.xbrl.org/2003/role/footnote
i09205gd,conf/525-ix-syntax/efm/09-footnote/i09205gd/i09205gd-20081231.htm,fact1,http://www.xbrl.org/2003/arcrole/fact-footnote,(1) Hidden Footnote!,,http://www.xbrl.org/2003/role/footnote
i09205gd,conf/525-ix-syntax/efm/09-footnote/i09205gd/i09205gd-20081231.htm,fact2firstId,http://www.xbrl.org/2003/arcrole/fact-footnote,"
                    <div xmlns=""http://www.w3.org/1999/xhtml"" xmlns:dei=""http://xbrl.sec.gov/dei/2023"" xmlns:iso4217=""http://www.xbrl.org/2003/iso4217"" xmlns:link=""http://www.xbrl.org/2003/linkbase"" xmlns:xlink=""http://www.w3.org/1999/xlink"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:i=""http://www.xbrl.org/2003/instance"" xmlns:i09205gd=""http://i09205gd/20081231"" xmlns:ix=""http://www.xbrl.org/2013/inlineXBRL"" xmlns:ixt=""http://www.xbrl.org/inlineXBRL/transformation/2015-02-26"" xmlns:utr=""http://www.xbrl.org/2009/utr"" style=""font-family: Sans-Serif; font-size: 10.0pt;"">(2) This Visible Footnote has a doubly quoted non breaking space entity (&amp;nbsp;).
            <p style=""font-size: 10.0pt;"">It also has a span element to <span style=""font-weight: bold;"">boldly</span> go here.</p>
                        <p>paragraph with tail text after closing p</p> this is p tail text
            <p>nonFraction embedded with tail text:
            <ix:nonFraction name=""i09205gd:Content4"" id=""fact2secondId"" contextRef=""d"" unitRef=""iso4217_USD_per_Share"" decimals=""2""> 1234.56 </ix:nonFraction>this is nonFraction tail text</p> this is p after nonFraction tail text
          
          </div>
                ",,http://www.xbrl.org/2003/role/footnote
i09206gd,conf/525-ix-syntax/efm/09-footnote/i09206gd/i09206gd-20081231.htm,fact1,http://www.xbrl.org/2003/arcrole/fact-footnote,(1) Hidden Footnote!,,http://www.xbrl.org/2003/role/footnote
i09206gd,conf/525-ix-syntax/efm/09-footnote/i09206gd/i09206gd-20081231.htm,fact2,http://www.xbrl.org/2003/arcrole/fact-footnote,"a <div xmlns=""http://www.w3.org/1999/xhtml"" xmlns:dei=""http://xbrl.sec.gov/dei/2023"" xmlns:iso4217=""http://www.xbrl.org/2003/iso4217"" xmlns:link=""http://www.xbrl.org/2003/linkbase"" xmlns:xlink=""http://www.w3.org/1999/xlink"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:i=""http://www.xbrl.org/2003/instance"" xmlns:i09206gd=""http://i09206gd/20081231"" xmlns:ix=""http://www.xbrl.org/2013/inlineXBRL"" xmlns:ixt=""http://www.xbrl.org/inlineXBRL/transformation/2015-02-26"" xmlns:utr=""http://www.xbrl.org/2009/utr"">b <p>c <i>d <ix:nonNumeric name=""i09206gd:Content1"" contextRef=""d"">e <b>f </b>g </ix:nonNumeric>h <ix:nonNumeric name=""i09206gd:Content2"" contextRef=""d"">i <b>j </b>k </ix:nonNumeric>l <ix:exclude>xyz</ix:exclude>m </i>n </p>o </div>p ",,http://www.xbrl.org/2003/role/footnote
